timestamp,substation,event_type,fault_code,load_MW
2025-04-25 03:38:37,Substation-6,Transformer Overheat,TR-210,75.32
2025-04-25 04:00:37,Substation-5,Normal,,130.13
2025-04-25 04:07:37,Substation-6,Undervoltage,UV-402,69.38
2025-04-25 04:11:37,Substation-8,Normal,,87.88
2025-04-25 04:16:37,Substation-8,Frequency Drift,FD-112,63.44
2025-04-25 04:43:37,Substation-6,Transformer Overheat,TR-210,165.3
2025-04-25 04:57:37,Substation-6,Breaker Tripped,BR-305,70.84
2025-04-25 05:21:37,Substation-3,Normal,,173.0
2025-04-25 05:34:37,Substation-4,Undervoltage,UV-402,70.03
2025-04-25 05:50:37,Substation-6,Frequency Drift,FD-112,104.03
2025-04-25 05:53:37,Substation-1,Normal,,183.51
2025-04-25 05:56:37,Substation-2,Overvoltage,OV-501,100.93
2025-04-25 06:16:37,Substation-4,Normal,,155.97
2025-04-25 06:26:37,Substation-10,Overvoltage,OV-501,184.97
2025-04-25 06:38:37,Substation-7,Transformer Overheat,TR-210,97.51
2025-04-25 06:59:37,Substation-8,Normal,,103.17
2025-04-25 07:00:37,Substation-1,Overload,OL-799,164.38
2025-04-25 07:14:37,Substation-2,Normal,,86.53
2025-04-25 07:23:37,Substation-8,Line Fault,LF-388,156.45
2025-04-25 07:32:37,Substation-3,Normal,,142.11
2025-04-25 07:49:37,Substation-8,Normal,,163.46
2025-04-25 07:53:37,Substation-9,Undervoltage,UV-402,70.64
2025-04-25 08:15:37,Substation-9,Overload,OL-799,136.51
2025-04-25 08:24:37,Substation-10,Breaker Tripped,BR-305,70.91
2025-04-25 08:29:37,Substation-9,Normal,,105.77
2025-04-25 08:36:37,Substation-7,Undervoltage,UV-402,74.15
2025-04-25 08:41:37,Substation-6,Overvoltage,OV-501,153.94
2025-04-25 08:44:37,Substation-4,Line Fault,LF-388,171.81
2025-04-25 08:55:37,Substation-4,Undervoltage,UV-402,101.79
2025-04-25 09:16:37,Substation-3,Normal,,159.68
2025-04-25 09:38:37,Substation-2,Line Fault,LF-388,101.19
2025-04-25 09:39:37,Substation-7,Overvoltage,OV-501,172.46
2025-04-25 09:47:37,Substation-10,Normal,,86.72
2025-04-25 09:51:37,Substation-3,Transformer Overheat,TR-210,50.08
2025-04-25 10:07:37,Substation-7,Normal,,189.64
2025-04-25 10:08:37,Substation-2,Frequency Drift,FD-112,134.83
2025-04-25 10:09:37,Substation-5,Line Fault,LF-388,92.32
2025-04-25 10:15:37,Substation-10,Normal,,103.77
2025-04-25 10:22:37,Substation-3,Line Fault,LF-388,55.85
2025-04-25 10:41:37,Substation-4,Frequency Drift,FD-112,58.37
2025-04-25 10:49:37,Substation-2,Normal,,83.84
2025-04-25 10:52:37,Substation-6,Transformer Overheat,TR-210,130.49
2025-04-25 10:57:37,Substation-8,Normal,,112.69
2025-04-25 11:18:37,Substation-2,Frequency Drift,FD-112,196.19
2025-04-25 11:30:37,Substation-10,Normal,,160.67
2025-04-25 11:31:37,Substation-2,Normal,,137.91
2025-04-25 11:37:37,Substation-10,Normal,,162.46
2025-04-25 11:46:37,Substation-1,Breaker Tripped,BR-305,183.0
2025-04-25 11:56:37,Substation-3,Normal,,191.44
2025-04-25 12:03:37,Substation-8,Normal,,174.57
2025-04-25 12:06:37,Substation-4,Frequency Drift,FD-112,66.7
2025-04-25 12:06:37,Substation-6,Frequency Drift,FD-112,179.95
2025-04-25 12:17:37,Substation-2,Normal,,59.83
2025-04-25 12:20:37,Substation-9,Normal,,116.68
2025-04-25 12:27:37,Substation-10,Frequency Drift,FD-112,155.69
2025-04-25 12:36:37,Substation-4,Normal,,80.92
2025-04-25 13:01:37,Substation-3,Normal,,104.71
2025-04-25 13:12:37,Substation-5,Breaker Tripped,BR-305,57.94
2025-04-25 13:15:37,Substation-10,Line Fault,LF-388,89.02
2025-04-25 13:23:37,Substation-9,Overvoltage,OV-501,68.7
2025-04-25 13:37:37,Substation-10,Overvoltage,OV-501,165.26
2025-04-25 14:17:37,Substation-3,Undervoltage,UV-402,141.15
2025-04-25 14:19:37,Substation-7,Overload,OL-799,59.5
2025-04-25 14:19:37,Substation-9,Normal,,154.28
2025-04-25 14:35:37,Substation-5,Normal,,153.61
2025-04-25 14:35:37,Substation-8,Normal,,184.36
2025-04-25 14:50:37,Substation-4,Normal,,122.94
2025-04-25 15:01:37,Substation-7,Breaker Tripped,BR-305,121.09
2025-04-25 15:20:37,Substation-9,Normal,,172.08
2025-04-25 15:37:37,Substation-7,Overload,OL-799,111.53
2025-04-25 15:45:37,Substation-9,Line Fault,LF-388,99.13
2025-04-25 16:06:37,Substation-4,Line Fault,LF-388,161.42
2025-04-25 16:18:37,Substation-9,Breaker Tripped,BR-305,64.55
2025-04-25 16:28:37,Substation-4,Normal,,162.37
2025-04-25 16:30:37,Substation-8,Normal,,73.58
2025-04-25 16:38:37,Substation-6,Normal,,191.72
2025-04-25 16:46:37,Substation-4,Normal,,182.66
2025-04-25 16:46:37,Substation-10,Line Fault,LF-388,54.05
2025-04-25 16:58:37,Substation-2,Normal,,111.97
2025-04-25 17:06:37,Substation-10,Breaker Tripped,BR-305,120.45
2025-04-25 17:18:37,Substation-6,Breaker Tripped,BR-305,124.3
2025-04-25 17:19:37,Substation-3,Transformer Overheat,TR-210,104.41
2025-04-25 17:20:37,Substation-4,Breaker Tripped,BR-305,154.8
2025-04-25 17:54:37,Substation-4,Overvoltage,OV-501,147.2
2025-04-25 18:00:37,Substation-8,Undervoltage,UV-402,95.54
2025-04-25 18:45:37,Substation-6,Normal,,55.76
2025-04-25 18:46:37,Substation-10,Overvoltage,OV-501,164.1
2025-04-25 18:47:37,Substation-5,Breaker Tripped,BR-305,159.4
2025-04-25 18:48:37,Substation-1,Normal,,173.52
2025-04-25 18:59:37,Substation-9,Overload,OL-799,128.91
2025-04-25 19:22:37,Substation-10,Overload,OL-799,151.46
2025-04-25 19:28:37,Substation-3,Normal,,180.16
2025-04-25 19:30:37,Substation-5,Frequency Drift,FD-112,120.6
2025-04-25 19:45:37,Substation-1,Frequency Drift,FD-112,118.35
2025-04-25 19:47:37,Substation-7,Normal,,188.07
2025-04-25 19:51:37,Substation-9,Undervoltage,UV-402,105.99
2025-04-25 20:24:37,Substation-3,Normal,,67.5
2025-04-25 20:27:37,Substation-5,Normal,,147.08
2025-04-25 20:32:37,Substation-5,Undervoltage,UV-402,96.76
2025-04-25 20:48:37,Substation-4,Normal,,169.14
2025-04-25 20:50:37,Substation-10,Line Fault,LF-388,78.03
2025-04-25 20:53:37,Substation-1,Transformer Overheat,TR-210,127.13
2025-04-25 20:56:37,Substation-3,Frequency Drift,FD-112,133.71
2025-04-25 21:14:37,Substation-10,Normal,,188.64
2025-04-25 21:26:37,Substation-6,Normal,,97.3
2025-04-25 21:29:37,Substation-1,Normal,,192.85
2025-04-25 21:30:37,Substation-6,Frequency Drift,FD-112,69.57
2025-04-25 21:50:37,Substation-3,Line Fault,LF-388,90.6
2025-04-25 21:53:37,Substation-4,Normal,,112.36
2025-04-25 22:17:37,Substation-5,Frequency Drift,FD-112,167.87
2025-04-25 22:20:37,Substation-8,Normal,,185.63
2025-04-25 22:20:37,Substation-8,Frequency Drift,FD-112,138.58
2025-04-25 23:14:37,Substation-5,Normal,,158.98
2025-04-25 23:24:37,Substation-9,Undervoltage,UV-402,142.59
2025-04-25 23:28:37,Substation-10,Transformer Overheat,TR-210,108.34
2025-04-25 23:42:37,Substation-1,Normal,,109.53
2025-04-25 23:44:37,Substation-8,Overload,OL-799,196.59
2025-04-25 23:46:37,Substation-10,Normal,,102.39
2025-04-25 23:47:37,Substation-5,Normal,,141.52
2025-04-25 23:47:37,Substation-8,Frequency Drift,FD-112,186.21
2025-04-26 00:20:37,Substation-4,Normal,,129.8
2025-04-26 00:22:37,Substation-9,Normal,,162.26
2025-04-26 00:24:37,Substation-10,Overvoltage,OV-501,195.46
2025-04-26 00:29:37,Substation-2,Overvoltage,OV-501,95.25
2025-04-26 00:32:37,Substation-8,Overvoltage,OV-501,129.67
2025-04-26 00:51:37,Substation-4,Line Fault,LF-388,109.78
2025-04-26 01:08:37,Substation-2,Overvoltage,OV-501,157.64
2025-04-26 01:11:37,Substation-6,Overload,OL-799,121.85
2025-04-26 01:17:37,Substation-8,Normal,,99.91
2025-04-26 01:18:37,Substation-5,Transformer Overheat,TR-210,66.43
2025-04-26 01:46:37,Substation-4,Overvoltage,OV-501,73.1
2025-04-26 01:54:37,Substation-2,Frequency Drift,FD-112,191.2
2025-04-26 01:59:37,Substation-9,Normal,,100.26
2025-04-26 02:02:37,Substation-2,Normal,,102.81
2025-04-26 02:11:37,Substation-7,Undervoltage,UV-402,172.45
2025-04-26 02:23:37,Substation-4,Undervoltage,UV-402,96.9
2025-04-26 02:26:37,Substation-9,Overvoltage,OV-501,84.33
2025-04-26 02:29:37,Substation-8,Undervoltage,UV-402,143.81
2025-04-26 02:47:37,Substation-9,Normal,,104.74
2025-04-26 02:59:37,Substation-7,Breaker Tripped,BR-305,139.42
2025-04-26 03:09:37,Substation-10,Transformer Overheat,TR-210,138.55
2025-04-26 03:31:37,Substation-1,Overvoltage,OV-501,186.84
2025-04-26 03:52:37,Substation-1,Overvoltage,OV-501,129.35
2025-04-26 03:53:37,Substation-8,Undervoltage,UV-402,81.64
2025-04-26 03:58:37,Substation-9,Normal,,154.21
2025-04-26 03:58:37,Substation-3,Normal,,142.69
2025-04-26 04:04:37,Substation-3,Undervoltage,UV-402,123.29
2025-04-26 04:05:37,Substation-10,Normal,,64.21
2025-04-26 04:21:37,Substation-8,Normal,,119.11
2025-04-26 04:28:37,Substation-3,Normal,,90.42
2025-04-26 04:36:37,Substation-7,Line Fault,LF-388,80.69
2025-04-26 04:40:37,Substation-5,Normal,,183.85
2025-04-26 04:48:37,Substation-1,Undervoltage,UV-402,126.37
2025-04-26 04:53:37,Substation-3,Frequency Drift,FD-112,56.55
2025-04-26 04:58:37,Substation-10,Frequency Drift,FD-112,68.13
2025-04-26 05:05:37,Substation-6,Line Fault,LF-388,188.79
2025-04-26 05:08:37,Substation-9,Line Fault,LF-388,87.26
2025-04-26 05:35:37,Substation-4,Overload,OL-799,174.34
2025-04-26 05:45:37,Substation-1,Normal,,70.11
2025-04-26 06:02:37,Substation-10,Frequency Drift,FD-112,82.44
2025-04-26 06:03:37,Substation-2,Undervoltage,UV-402,52.24
2025-04-26 06:24:37,Substation-7,Transformer Overheat,TR-210,83.2
2025-04-26 06:28:37,Substation-4,Normal,,114.55
2025-04-26 06:33:37,Substation-2,Normal,,176.79
2025-04-26 06:42:37,Substation-10,Breaker Tripped,BR-305,106.06
2025-04-26 06:47:37,Substation-6,Overload,OL-799,107.51
2025-04-26 06:50:37,Substation-4,Normal,,100.09
2025-04-26 06:51:37,Substation-4,Transformer Overheat,TR-210,197.24
2025-04-26 06:58:37,Substation-2,Normal,,131.23
2025-04-26 07:08:37,Substation-4,Normal,,169.68
2025-04-26 07:09:37,Substation-5,Overload,OL-799,133.24
2025-04-26 07:11:37,Substation-7,Breaker Tripped,BR-305,93.36
2025-04-26 07:18:37,Substation-3,Normal,,110.03
2025-04-26 07:22:37,Substation-10,Overvoltage,OV-501,153.52
2025-04-26 07:26:37,Substation-2,Overvoltage,OV-501,139.87
2025-04-26 07:34:37,Substation-9,Normal,,71.32
2025-04-26 07:50:37,Substation-3,Overload,OL-799,119.09
2025-04-26 08:00:37,Substation-5,Normal,,184.54
2025-04-26 08:08:37,Substation-2,Breaker Tripped,BR-305,90.84
2025-04-26 08:32:37,Substation-4,Line Fault,LF-388,102.96
2025-04-26 08:49:37,Substation-3,Normal,,128.18
2025-04-26 08:52:37,Substation-10,Frequency Drift,FD-112,154.54
2025-04-26 08:59:37,Substation-8,Line Fault,LF-388,120.72
2025-04-26 09:07:37,Substation-2,Breaker Tripped,BR-305,109.6
2025-04-26 09:11:37,Substation-9,Overvoltage,OV-501,83.52
2025-04-26 09:16:37,Substation-4,Normal,,138.18
2025-04-26 09:16:37,Substation-6,Undervoltage,UV-402,117.22
2025-04-26 09:23:37,Substation-3,Line Fault,LF-388,136.4
2025-04-26 09:28:37,Substation-2,Normal,,84.14
2025-04-26 09:52:37,Substation-10,Undervoltage,UV-402,101.34
2025-04-26 09:59:37,Substation-3,Normal,,99.9
2025-04-26 10:32:37,Substation-4,Frequency Drift,FD-112,134.1
2025-04-26 10:38:37,Substation-7,Normal,,122.03
2025-04-26 10:39:37,Substation-4,Undervoltage,UV-402,91.41
2025-04-26 10:45:37,Substation-8,Undervoltage,UV-402,133.48
2025-04-26 11:22:37,Substation-3,Normal,,84.26
2025-04-26 11:40:37,Substation-4,Line Fault,LF-388,128.54
2025-04-26 11:43:37,Substation-4,Transformer Overheat,TR-210,58.31
2025-04-26 11:53:37,Substation-6,Undervoltage,UV-402,112.44
2025-04-26 11:59:37,Substation-10,Overvoltage,OV-501,113.53
2025-04-26 12:01:37,Substation-8,Breaker Tripped,BR-305,126.32
2025-04-26 12:07:37,Substation-8,Undervoltage,UV-402,184.96
2025-04-26 12:12:37,Substation-4,Normal,,163.17
2025-04-26 12:46:37,Substation-4,Normal,,55.48
2025-04-26 12:56:37,Substation-5,Overvoltage,OV-501,179.96
2025-04-26 13:02:37,Substation-10,Overload,OL-799,153.81
2025-04-26 13:33:37,Substation-9,Overload,OL-799,167.87
2025-04-26 13:39:37,Substation-6,Transformer Overheat,TR-210,75.56
2025-04-26 13:50:37,Substation-10,Normal,,189.41
2025-04-26 13:50:37,Substation-1,Transformer Overheat,TR-210,87.47
2025-04-26 13:57:37,Substation-10,Overvoltage,OV-501,104.87
2025-04-26 14:10:37,Substation-10,Line Fault,LF-388,170.76
2025-04-26 14:14:37,Substation-6,Normal,,192.86
2025-04-26 14:21:37,Substation-5,Overload,OL-799,120.59
2025-04-26 14:22:37,Substation-4,Transformer Overheat,TR-210,137.86
2025-04-26 14:22:37,Substation-10,Frequency Drift,FD-112,133.56
2025-04-26 14:38:37,Substation-3,Overvoltage,OV-501,192.78
2025-04-26 14:42:37,Substation-1,Normal,,94.97
2025-04-26 14:47:37,Substation-8,Breaker Tripped,BR-305,78.38
2025-04-26 15:07:37,Substation-4,Undervoltage,UV-402,181.35
2025-04-26 15:16:37,Substation-9,Transformer Overheat,TR-210,127.7
2025-04-26 15:23:37,Substation-2,Breaker Tripped,BR-305,81.23
2025-04-26 15:28:37,Substation-8,Undervoltage,UV-402,66.54
2025-04-26 15:38:37,Substation-8,Normal,,114.01
2025-04-26 15:50:37,Substation-1,Normal,,63.04
2025-04-26 15:53:37,Substation-9,Breaker Tripped,BR-305,86.93
2025-04-26 15:57:37,Substation-1,Transformer Overheat,TR-210,156.41
2025-04-26 16:04:37,Substation-8,Overvoltage,OV-501,64.8
2025-04-26 16:10:37,Substation-6,Normal,,98.73
2025-04-26 16:11:37,Substation-2,Normal,,136.94
2025-04-26 16:19:37,Substation-6,Frequency Drift,FD-112,99.98
2025-04-26 16:48:37,Substation-2,Normal,,133.47
2025-04-26 16:49:37,Substation-3,Normal,,196.54
2025-04-26 16:51:37,Substation-1,Normal,,115.45
2025-04-26 17:20:37,Substation-10,Normal,,112.9
2025-04-26 17:27:37,Substation-3,Breaker Tripped,BR-305,193.53
2025-04-26 17:35:37,Substation-8,Overvoltage,OV-501,76.98
2025-04-26 17:35:37,Substation-9,Normal,,74.96
2025-04-26 17:50:37,Substation-9,Overvoltage,OV-501,58.21
2025-04-26 18:07:37,Substation-9,Breaker Tripped,BR-305,120.17
2025-04-26 18:37:37,Substation-4,Overvoltage,OV-501,184.45
2025-04-26 18:43:37,Substation-10,Normal,,74.03
2025-04-26 18:44:37,Substation-4,Overvoltage,OV-501,87.42
2025-04-26 18:44:37,Substation-5,Normal,,186.66
2025-04-26 19:06:37,Substation-5,Undervoltage,UV-402,125.5
2025-04-26 19:23:37,Substation-8,Normal,,93.76
2025-04-26 19:27:37,Substation-4,Breaker Tripped,BR-305,197.92
2025-04-26 19:32:37,Substation-2,Normal,,112.96
2025-04-26 19:43:37,Substation-7,Normal,,89.18
2025-04-26 19:44:37,Substation-8,Normal,,146.54
2025-04-26 19:57:37,Substation-8,Undervoltage,UV-402,51.81
2025-04-26 20:02:37,Substation-5,Overvoltage,OV-501,136.36
2025-04-26 20:22:37,Substation-8,Transformer Overheat,TR-210,72.36
2025-04-26 20:33:37,Substation-8,Normal,,173.08
2025-04-26 20:42:37,Substation-3,Overload,OL-799,167.14
2025-04-26 20:45:37,Substation-9,Overvoltage,OV-501,160.05
2025-04-26 20:52:37,Substation-2,Line Fault,LF-388,166.08
2025-04-26 21:08:37,Substation-1,Line Fault,LF-388,96.66
2025-04-26 21:14:37,Substation-4,Transformer Overheat,TR-210,108.8
2025-04-26 21:18:37,Substation-2,Normal,,67.05
2025-04-26 21:27:37,Substation-6,Frequency Drift,FD-112,155.3
2025-04-26 21:28:37,Substation-6,Transformer Overheat,TR-210,89.36
2025-04-26 21:41:37,Substation-10,Undervoltage,UV-402,161.85
2025-04-26 21:42:37,Substation-4,Normal,,59.83
2025-04-26 21:58:37,Substation-5,Normal,,171.32
2025-04-26 22:14:37,Substation-10,Transformer Overheat,TR-210,82.22
2025-04-26 22:27:37,Substation-2,Line Fault,LF-388,165.36
2025-04-26 22:32:37,Substation-6,Transformer Overheat,TR-210,131.09
2025-04-26 22:46:37,Substation-9,Undervoltage,UV-402,90.57
2025-04-26 22:59:37,Substation-9,Line Fault,LF-388,118.4
2025-04-26 23:31:37,Substation-9,Breaker Tripped,BR-305,157.93
2025-04-26 23:35:37,Substation-2,Normal,,102.47
2025-04-26 23:41:37,Substation-8,Normal,,51.81
2025-04-26 23:46:37,Substation-2,Frequency Drift,FD-112,198.9
2025-04-26 23:48:37,Substation-4,Overvoltage,OV-501,170.62
2025-04-26 23:51:37,Substation-7,Frequency Drift,FD-112,117.02
2025-04-26 23:59:37,Substation-8,Breaker Tripped,BR-305,95.49
2025-04-27 00:04:37,Substation-7,Line Fault,LF-388,178.88
2025-04-27 00:08:37,Substation-1,Normal,,138.74
2025-04-27 00:18:37,Substation-1,Breaker Tripped,BR-305,169.77
2025-04-27 00:25:37,Substation-1,Normal,,118.12
2025-04-27 00:28:37,Substation-6,Normal,,134.04
2025-04-27 00:29:37,Substation-6,Line Fault,LF-388,164.29
2025-04-27 00:38:37,Substation-6,Transformer Overheat,TR-210,91.32
2025-04-27 01:17:37,Substation-4,Normal,,106.32
2025-04-27 01:20:37,Substation-6,Line Fault,LF-388,85.17
2025-04-27 01:33:37,Substation-5,Normal,,187.29
2025-04-27 01:34:37,Substation-9,Normal,,78.95
2025-04-27 01:45:37,Substation-6,Overvoltage,OV-501,78.69
2025-04-27 01:46:37,Substation-10,Normal,,81.7
2025-04-27 01:59:37,Substation-2,Frequency Drift,FD-112,113.75
2025-04-27 02:00:37,Substation-2,Line Fault,LF-388,57.05
2025-04-27 02:30:37,Substation-9,Overvoltage,OV-501,112.21
2025-04-27 02:31:37,Substation-7,Normal,,180.18
2025-04-27 02:43:37,Substation-1,Normal,,101.92
2025-04-27 02:51:37,Substation-2,Normal,,181.86
2025-04-27 03:00:37,Substation-9,Breaker Tripped,BR-305,129.66
2025-04-27 03:15:37,Substation-5,Line Fault,LF-388,126.95
2025-04-27 03:51:37,Substation-8,Frequency Drift,FD-112,107.62
2025-04-27 03:53:37,Substation-5,Normal,,102.45
2025-04-27 03:56:37,Substation-9,Overvoltage,OV-501,100.33
2025-04-27 04:04:37,Substation-10,Overvoltage,OV-501,70.22
2025-04-27 04:05:37,Substation-3,Frequency Drift,FD-112,75.07
2025-04-27 04:08:37,Substation-9,Frequency Drift,FD-112,190.3
2025-04-27 04:30:37,Substation-1,Transformer Overheat,TR-210,68.85
2025-04-27 04:40:37,Substation-10,Breaker Tripped,BR-305,109.82
2025-04-27 04:42:37,Substation-2,Frequency Drift,FD-112,119.19
2025-04-27 04:46:37,Substation-3,Normal,,185.76
2025-04-27 04:49:37,Substation-8,Normal,,97.9
2025-04-27 05:05:37,Substation-3,Breaker Tripped,BR-305,150.33
2025-04-27 05:20:37,Substation-8,Normal,,50.89
2025-04-27 05:22:37,Substation-10,Undervoltage,UV-402,115.47
2025-04-27 05:39:37,Substation-2,Normal,,88.42
2025-04-27 05:43:37,Substation-4,Undervoltage,UV-402,99.59
2025-04-27 05:50:37,Substation-2,Normal,,166.02
2025-04-27 05:55:37,Substation-9,Normal,,112.22
2025-04-27 05:56:37,Substation-4,Frequency Drift,FD-112,153.62
2025-04-27 06:12:37,Substation-3,Breaker Tripped,BR-305,98.28
2025-04-27 06:34:37,Substation-7,Normal,,153.3
2025-04-27 06:49:37,Substation-2,Overvoltage,OV-501,65.15
2025-04-27 06:58:37,Substation-2,Overvoltage,OV-501,118.89
2025-04-27 06:58:37,Substation-4,Breaker Tripped,BR-305,98.72
2025-04-27 07:22:37,Substation-1,Breaker Tripped,BR-305,139.12
2025-04-27 07:22:37,Substation-4,Normal,,134.9
2025-04-27 07:27:37,Substation-5,Normal,,162.39
2025-04-27 07:28:37,Substation-10,Overload,OL-799,132.15
2025-04-27 07:50:37,Substation-10,Line Fault,LF-388,155.93
2025-04-27 07:53:37,Substation-9,Transformer Overheat,TR-210,196.71
2025-04-27 08:00:37,Substation-6,Frequency Drift,FD-112,195.99
2025-04-27 08:05:37,Substation-2,Line Fault,LF-388,193.4
2025-04-27 08:30:37,Substation-4,Frequency Drift,FD-112,67.58
2025-04-27 08:41:37,Substation-8,Normal,,166.96
2025-04-27 08:53:37,Substation-4,Overvoltage,OV-501,55.92
2025-04-27 08:59:37,Substation-7,Normal,,165.6
2025-04-27 09:04:37,Substation-1,Overload,OL-799,56.61
2025-04-27 09:24:37,Substation-10,Normal,,60.03
2025-04-27 09:54:37,Substation-10,Normal,,190.15
2025-04-27 10:08:37,Substation-10,Overvoltage,OV-501,68.32
2025-04-27 10:36:37,Substation-4,Normal,,161.35
2025-04-27 10:39:37,Substation-2,Undervoltage,UV-402,158.31
2025-04-27 10:44:37,Substation-8,Transformer Overheat,TR-210,63.46
2025-04-27 10:46:37,Substation-6,Normal,,165.37
2025-04-27 10:55:37,Substation-2,Normal,,180.51
2025-04-27 11:02:37,Substation-9,Transformer Overheat,TR-210,143.12
2025-04-27 11:08:37,Substation-1,Breaker Tripped,BR-305,131.61
2025-04-27 11:31:37,Substation-5,Normal,,77.01
2025-04-27 12:09:37,Substation-4,Normal,,141.91
2025-04-27 12:21:37,Substation-9,Frequency Drift,FD-112,64.12
2025-04-27 12:28:37,Substation-4,Overvoltage,OV-501,169.14
2025-04-27 12:45:37,Substation-8,Line Fault,LF-388,60.83
2025-04-27 12:45:37,Substation-5,Undervoltage,UV-402,148.31
2025-04-27 12:51:37,Substation-3,Breaker Tripped,BR-305,175.3
2025-04-27 12:52:37,Substation-10,Line Fault,LF-388,111.57
2025-04-27 12:56:37,Substation-10,Line Fault,LF-388,131.52
2025-04-27 13:04:37,Substation-9,Line Fault,LF-388,104.12
2025-04-27 13:12:37,Substation-3,Frequency Drift,FD-112,183.21
2025-04-27 13:16:37,Substation-8,Normal,,116.94
2025-04-27 13:28:37,Substation-4,Undervoltage,UV-402,61.86
2025-04-27 14:04:37,Substation-6,Overvoltage,OV-501,71.63
2025-04-27 14:18:37,Substation-6,Normal,,187.21
2025-04-27 14:19:37,Substation-9,Normal,,193.51
2025-04-27 14:31:37,Substation-7,Line Fault,LF-388,130.83
2025-04-27 14:42:37,Substation-9,Breaker Tripped,BR-305,98.87
2025-04-27 14:47:37,Substation-10,Undervoltage,UV-402,139.01
2025-04-27 14:48:37,Substation-1,Undervoltage,UV-402,143.19
2025-04-27 14:55:37,Substation-3,Transformer Overheat,TR-210,60.74
2025-04-27 14:57:37,Substation-10,Breaker Tripped,BR-305,123.12
2025-04-27 15:02:37,Substation-10,Transformer Overheat,TR-210,58.25
2025-04-27 15:10:37,Substation-3,Overload,OL-799,76.35
2025-04-27 15:18:37,Substation-1,Transformer Overheat,TR-210,102.09
2025-04-27 15:31:37,Substation-6,Line Fault,LF-388,85.37
2025-04-27 15:31:37,Substation-7,Transformer Overheat,TR-210,148.94
2025-04-27 15:59:37,Substation-6,Transformer Overheat,TR-210,113.43
2025-04-27 16:01:37,Substation-1,Overvoltage,OV-501,146.13
2025-04-27 16:02:37,Substation-4,Normal,,101.44
2025-04-27 16:13:37,Substation-2,Breaker Tripped,BR-305,98.67
2025-04-27 16:20:37,Substation-1,Overload,OL-799,167.61
2025-04-27 16:21:37,Substation-9,Frequency Drift,FD-112,116.43
2025-04-27 16:26:37,Substation-6,Line Fault,LF-388,186.11
2025-04-27 16:28:37,Substation-6,Line Fault,LF-388,193.69
2025-04-27 16:37:37,Substation-10,Transformer Overheat,TR-210,72.73
2025-04-27 17:00:37,Substation-6,Breaker Tripped,BR-305,172.85
2025-04-27 17:03:37,Substation-10,Breaker Tripped,BR-305,171.6
2025-04-27 17:03:37,Substation-4,Normal,,184.18
2025-04-27 17:10:37,Substation-1,Normal,,184.37
2025-04-27 17:26:37,Substation-2,Line Fault,LF-388,180.97
2025-04-27 17:38:37,Substation-8,Normal,,171.62
2025-04-27 17:47:37,Substation-7,Normal,,137.63
2025-04-27 17:53:37,Substation-10,Transformer Overheat,TR-210,60.42
2025-04-27 17:55:37,Substation-7,Normal,,188.24
2025-04-27 17:56:37,Substation-1,Normal,,63.64
2025-04-27 17:56:37,Substation-2,Line Fault,LF-388,189.01
2025-04-27 17:57:37,Substation-3,Normal,,148.98
2025-04-27 18:14:37,Substation-10,Normal,,182.71
2025-04-27 18:16:37,Substation-10,Undervoltage,UV-402,180.82
2025-04-27 18:24:37,Substation-3,Undervoltage,UV-402,180.23
2025-04-27 18:53:37,Substation-10,Normal,,55.21
2025-04-27 18:53:37,Substation-8,Line Fault,LF-388,106.45
2025-04-27 19:04:37,Substation-2,Normal,,166.71
2025-04-27 19:10:37,Substation-9,Breaker Tripped,BR-305,126.22
2025-04-27 19:13:37,Substation-9,Normal,,63.8
2025-04-27 19:16:37,Substation-4,Frequency Drift,FD-112,153.03
2025-04-27 19:18:37,Substation-3,Overload,OL-799,189.1
2025-04-27 19:22:37,Substation-1,Transformer Overheat,TR-210,136.45
2025-04-27 19:31:37,Substation-4,Normal,,142.69
2025-04-27 19:32:37,Substation-4,Breaker Tripped,BR-305,199.63
2025-04-27 19:37:37,Substation-6,Normal,,185.86
2025-04-27 19:43:37,Substation-3,Frequency Drift,FD-112,196.16
2025-04-27 19:53:37,Substation-5,Normal,,102.35
2025-04-27 20:13:37,Substation-9,Transformer Overheat,TR-210,154.77
2025-04-27 20:19:37,Substation-6,Normal,,192.95
2025-04-27 20:30:37,Substation-7,Line Fault,LF-388,53.23
2025-04-27 20:37:37,Substation-7,Normal,,173.74
2025-04-27 20:45:37,Substation-6,Normal,,182.26
2025-04-27 20:45:37,Substation-8,Normal,,142.31
2025-04-27 20:46:37,Substation-3,Line Fault,LF-388,184.58
2025-04-27 20:48:37,Substation-7,Breaker Tripped,BR-305,65.72
2025-04-27 21:10:37,Substation-9,Normal,,149.27
2025-04-27 21:12:37,Substation-1,Breaker Tripped,BR-305,139.82
2025-04-27 21:16:37,Substation-2,Transformer Overheat,TR-210,102.46
2025-04-27 21:18:37,Substation-9,Frequency Drift,FD-112,130.09
2025-04-27 21:19:37,Substation-1,Undervoltage,UV-402,166.81
2025-04-27 21:26:37,Substation-6,Breaker Tripped,BR-305,154.43
2025-04-27 21:31:37,Substation-4,Normal,,61.69
2025-04-27 21:34:37,Substation-7,Normal,,119.8
2025-04-27 21:36:37,Substation-1,Frequency Drift,FD-112,92.68
2025-04-27 21:42:37,Substation-6,Undervoltage,UV-402,120.05
2025-04-27 21:51:37,Substation-9,Line Fault,LF-388,178.17
